chr1	9545046	9546147	140	148	184	156	257	135	118	191	152	262
chr1	9547867	9548259	13	46	34	25	22	17	27	43	23	33
chr1	9553839	9554205	3	15	15	8	4	3	11	8	12	6
chr1	9573182	9573597	13	17	10	13	19	15	13	6	15	26
chr1	9593721	9594102	9	12	8	10	19	6	10	9	15	26
chr1	9602419	9602619	2	4	5	10	9	2	3	3	4	5
chr1	9700142	9700962	120	160	124	138	239	132	104	148	113	263
chr1	9747717	9748796	158	182	171	192	333	152	135	167	158	319
chr1	9769605	9769940	8	15	12	17	29	12	11	11	11	25
chr1	9772811	9773447	21	25	24	33	47	16	20	25	28	41
chr1	9782419	9782772	7	4	12	20	11	2	4	9	14	9
chr1	9797148	9797723	15	14	11	20	41	10	6	13	15	26
chr1	9797890	9798426	14	20	22	36	35	19	13	17	28	36
chr1	9798915	9799304	12	18	18	16	24	6	10	15	12	26
chr1	9804585	9804961	12	8	8	12	21	8	0	9	2	27
chr1	9805867	9806281	10	13	17	14	24	6	10	11	11	25
chr1	9812935	9813255	17	6	12	15	18	7	10	13	12	20
chr1	9815736	9816147	12	15	14	14	55	11	9	18	19	45
chr1	9823148	9823348	2	3	5	7	11	1	3	5	5	4
chr1	9823609	9823881	6	3	2	4	18	2	3	4	6	9
chr1	9825880	9826228	5	6	10	10	26	3	5	12	5	25
chr1	9850003	9850336	4	9	9	7	20	9	4	6	7	18
chr1	9858925	9859438	30	27	29	34	76	22	18	31	18	72
chr1	9876701	9877355	48	60	60	69	145	50	51	71	49	110
chr1	9892989	9893526	34	29	38	34	103	28	25	29	32	90
chr1	9902961	9903332	3	3	2	4	28	3	6	7	4	34
chr1	9906976	9907362	15	3	12	12	32	13	11	18	7	44
chr1	9943772	9944454	45	54	51	78	111	53	41	51	50	105
chr1	9945130	9945530	27	27	18	21	62	19	21	35	14	57
chr1	9953001	9953250	7	6	5	10	12	3	6	7	2	16
chr1	9967966	9968230	8	8	14	18	11	6	7	8	10	12
chr1	9983041	9983310	2	4	1	3	13	5	6	3	2	14
chr1	9991816	9992209	7	7	15	11	21	7	5	7	7	17
chr1	9992320	9992520	1	6	9	4	10	6	2	2	4	7
chr1	10003285	10003660	5	13	14	10	26	8	8	11	14	21
chr1	10007270	10007614	17	20	8	14	31	14	7	10	14	26
chr1	10037749	10038367	35	46	53	60	111	42	48	45	46	88
chr1	10039453	10040250	71	83	79	101	186	61	56	80	92	183
chr1	10061022	10061288	7	2	12	9	4	1	1	4	2	3
chr1	10089563	10089777	7	2	6	12	10	5	4	5	9	3
chr1	10114798	10115133	6	5	6	8	19	6	7	6	16	21
chr1	10177648	10177958	7	3	11	7	11	7	7	7	8	14
chr1	10220010	10220550	6	33	27	29	21	8	8	15	13	4
chr1	10232277	10233372	84	90	116	113	215	96	57	107	86	202
chr1	10254343	10254824	8	5	11	4	36	7	3	6	8	52
chr1	10261188	10261657	8	15	13	11	20	7	11	15	11	14
chr1	10266855	10267176	3	16	13	9	19	3	7	15	12	20
chr1	10269231	10269431	6	2	2	4	16	4	3	6	8	9
chr1	10280155	10280649	20	27	29	26	45	20	25	24	36	44
chr1	10296902	10297118	6	10	6	9	11	8	7	9	10	7
chr1	10325513	10326140	27	22	26	27	10	18	15	31	24	16
chr1	10880310	10880606	5	5	8	9	9	6	7	9	11	18
chr1	12864094	12864455	14	10	12	9	36	15	10	9	7	23
chr1	12865042	12865582	16	25	21	22	61	21	17	22	20	68
chr1	12942434	12942773	3	3	4	4	13	6	4	2	4	15
chr1	12983164	12983562	13	22	15	25	24	17	13	22	22	33
chr1	12992028	12992909	20	100	86	81	57	33	62	77	51	51
chr1	13012654	13012990	12	18	14	10	19	15	13	10	11	24
chr1	13029328	13029730	4	15	20	12	17	16	14	19	12	20
chr1	13052104	13052421	10	8	9	15	21	12	11	14	6	19
chr1	13153132	13153534	10	9	10	18	18	15	10	10	7	29
chr1	13162365	13162698	4	9	6	9	16	6	9	8	5	12
chr1	13176593	13176841	4	13	9	8	4	6	8	12	11	8
chr1	13188402	13188904	16	27	18	25	58	17	30	17	15	73
chr1	13206816	13207317	13	11	19	8	44	13	13	10	8	53
chr1	13232094	13232469	6	4	6	12	38	9	10	11	7	29
chr1	13256183	13256624	26	21	15	22	33	21	10	30	24	31
chr1	13267244	13267794	11	9	9	6	36	14	9	13	14	26
chr1	13293387	13293741	4	10	12	18	35	9	9	14	14	16
chr1	13295569	13295866	4	6	8	6	20	5	7	5	8	20
chr1	13301423	13301809	13	12	21	16	23	6	8	21	10	8
chr1	13311587	13311999	8	5	10	9	21	7	5	4	4	10
chr1	13328442	13328743	6	7	12	11	25	5	5	5	6	14
chr1	13332606	13332995	11	9	11	8	30	9	6	14	9	30
chr1	13335960	13336606	12	15	28	20	57	16	20	11	22	37
chr1	13342456	13343016	7	11	14	12	33	9	19	13	11	30
chr1	13360640	13361040	10	5	11	18	23	14	11	21	17	25
chr1	13372272	13373690	133	173	218	208	346	143	107	194	172	355
chr1	13373898	13374577	33	42	38	55	97	46	29	29	36	95
chr1	13383574	13383985	9	20	8	20	9	6	4	3	7	9
chr1	13424528	13424913	16	10	8	15	55	14	12	13	11	39
chr1	13426289	13427019	22	28	29	46	75	25	20	30	35	73
chr1	13454499	13454940	14	10	5	18	29	9	7	10	11	28
chr1	13513719	13514266	21	40	50	37	55	20	34	47	21	50
chr1	13531527	13531835	8	9	17	16	17	11	7	10	14	18
chr1	13589241	13590264	59	80	71	122	153	64	52	100	86	150
chr1	13593188	13593624	13	15	17	27	54	17	14	26	24	48
chr1	13606672	13607189	18	15	9	9	35	18	12	13	18	51
chr1	13615907	13616187	0	3	2	2	13	2	0	6	0	16
chr1	13623486	13623910	4	3	5	4	11	4	6	3	5	22
chr1	13639439	13639875	5	6	1	7	31	5	5	3	4	24
chr1	13647768	13648332	64	54	52	59	158	65	37	63	60	165
chr1	13652129	13652512	20	20	18	24	53	19	10	18	20	47
chr1	13658930	13659213	9	14	13	18	44	8	10	9	12	32
chr1	13659558	13660854	100	100	118	141	229	87	93	113	120	266
chr1	13752540	13752865	3	3	10	7	15	7	9	9	5	17
chr1	13772145	13772481	9	14	20	13	15	15	12	16	17	20
chr1	13788970	13789612	8	14	17	20	34	14	13	15	20	33
chr1	13839908	13840433	27	18	24	25	52	21	17	24	14	65
chr1	13865702	13866095	15	13	16	13	42	15	16	6	13	42
chr1	13866247	13866553	7	12	4	14	7	3	8	13	7	6
chr1	13873898	13874410	19	32	27	39	93	37	32	36	30	88
chr1	13883387	13883674	10	8	12	8	12	10	13	7	7	14
chr1	13980179	13980709	22	29	26	33	61	35	18	29	27	41
chr1	14017070	14017270	3	5	3	6	3	4	9	5	3	11
chr1	14104502	14104863	16	12	12	9	32	19	9	12	11	27
chr1	14143886	14144242	13	21	23	20	13	20	16	21	16	14
chr1	14218611	14219055	14	13	15	18	27	19	10	14	19	39
chr1	14224887	14225218	4	3	5	2	12	3	7	4	3	11
chr1	14297025	14297259	3	6	2	13	10	10	7	8	12	16
chr1	14298999	14299351	4	5	4	6	24	8	6	9	10	18
chr1	14304475	14304926	13	14	16	22	33	17	16	15	15	27
chr1	14309627	14310319	15	23	34	36	55	26	19	30	21	54
chr1	14484457	14484941	8	11	11	14	59	8	18	27	22	67
chr1	14495735	14495945	2	6	2	6	9	5	1	2	4	9
chr1	14506545	14506745	3	3	3	3	2	2	7	3	5	1
chr1	14570699	14570919	2	7	10	14	11	4	5	7	11	8
chr1	14579324	14579949	28	68	59	53	117	29	39	71	31	81
chr1	14590782	14591190	5	10	10	14	42	8	13	14	21	34
chr1	14595939	14596586	44	47	41	49	127	52	44	46	47	136
chr1	14630474	14630714	4	2	5	9	12	3	4	1	4	13
chr1	14635893	14636267	8	9	13	13	17	2	7	9	12	16
chr1	14772776	14772976	2	6	3	2	0	1	3	4	9	3
chr1	14924835	14925212	12	11	14	16	25	14	11	27	22	26
chr1	14995378	14995723	6	7	4	4	7	8	3	10	9	22
chr1	15656891	15657308	2	1	4	3	23	3	7	2	5	23
chr1	15683668	15684012	7	8	7	9	19	8	6	6	7	11
chr1	15690809	15691152	14	12	9	9	21	14	9	11	11	17
chr1	15798955	15799282	12	24	15	14	13	14	14	16	10	14
chr1	15805285	15806270	86	130	155	156	230	119	97	157	127	213
chr1	15902617	15902826	3	2	5	10	1	1	2	7	5	6
chr1	16059730	16060148	24	14	21	21	33	20	24	31	19	34
chr1	16079108	16079318	9	4	10	7	10	11	5	6	7	10
chr1	16093112	16093323	7	4	2	7	9	6	5	5	9	12
chr1	16104179	16106022	177	188	258	247	361	173	160	234	215	380
chr1	16110771	16111141	9	8	7	13	31	19	6	9	12	45
chr1	16161470	16162048	20	22	25	23	26	6	19	22	27	21
chr1	16228128	16228907	50	52	47	62	97	43	43	61	43	89
chr1	16433429	16433747	8	11	12	14	12	4	3	12	3	11
chr1	16440259	16440568	4	9	5	10	14	5	8	7	6	14
chr1	16504909	16505392	22	17	17	17	57	27	19	26	16	60
chr1	16518670	16519553	19	33	23	46	74	29	28	34	36	77
chr1	16519732	16519940	5	11	11	13	16	8	3	11	9	9
chr1	16562860	16563060	10	5	6	6	9	9	1	8	9	6
chr1	16570738	16571364	17	14	24	24	51	22	8	31	19	75
chr1	16617835	16618273	20	25	25	27	62	19	14	36	22	55
chr1	16618765	16619637	58	63	74	77	148	65	49	71	51	131
chr1	16641948	16642673	22	14	14	17	168	27	32	20	21	209
chr1	16651084	16651441	8	17	10	14	24	11	13	17	9	17
chr1	16656533	16657473	103	121	127	145	255	94	101	131	113	241
chr1	16659500	16659775	14	12	16	17	45	17	15	13	7	36
chr1	16664994	16665661	17	24	29	48	88	27	26	33	34	51
chr1	16671145	16671440	6	21	7	14	13	5	7	16	10	4
chr1	16675066	16675330	4	5	8	9	14	6	8	6	7	13
chr1	16688083	16689024	72	84	88	90	186	93	52	84	90	165
chr1	16696606	16696917	2	11	8	10	12	8	5	8	6	20
chr1	16702792	16703321	48	41	36	31	84	46	40	43	34	91
chr1	16747184	16747744	35	29	25	37	71	37	20	34	20	59
chr1	16798239	16798674	30	39	38	43	63	25	36	31	37	60
chr1	16800990	16801339	6	7	12	18	27	9	8	13	11	26
chr1	16809421	16809698	5	8	19	14	10	0	5	10	10	4
chr1	17097650	17098155	21	20	17	19	33	19	16	28	19	29
chr1	17123414	17123769	7	13	14	7	11	14	8	14	13	16
chr1	17145242	17145692	17	9	18	15	12	18	10	14	7	28
chr1	17163673	17163925	9	9	1	7	3	5	11	10	9	11
chr1	17449322	17449522	8	4	3	2	9	8	4	4	11	6
chr1	17451383	17451992	8	18	12	15	41	17	8	10	8	41
chr1	17489173	17489606	7	10	7	5	28	9	12	12	5	31
chr1	17607113	17607455	12	13	7	11	23	22	6	16	8	28
chr1	17607885	17608916	30	48	41	34	100	53	42	54	35	108
chr1	20819989	20820658	90	105	121	93	191	101	82	119	105	178
chr1	20829255	20829945	31	38	37	43	72	36	28	42	50	64
chr1	20890337	20891420	61	76	99	93	117	60	61	101	94	119
chr1	20925992	20926311	8	7	10	6	18	3	9	7	11	18
chr1	20933454	20933847	18	15	21	27	35	25	10	23	18	28
chr1	20939062	20939383	8	18	14	15	21	10	6	13	18	17
chr1	20940194	20940523	5	6	10	10	16	4	6	6	1	15
chr1	20951307	20951897	31	33	59	46	91	33	31	49	37	103
chr1	20989593	20989908	8	5	10	10	9	7	7	14	8	16
chr1	20995525	20995968	6	18	9	13	10	7	17	16	9	19
chr1	21008767	21009233	10	6	7	4	47	9	10	9	6	40
chr1	21014389	21015036	59	65	71	74	170	52	70	83	51	153
chr1	21035776	21036301	31	25	26	17	40	14	18	28	24	30
chr1	21068504	21068784	9	4	6	8	20	4	10	5	4	15
chr1	21070058	21070405	9	13	25	19	24	9	14	12	11	12
chr1	21078916	21079827	113	107	128	139	228	105	78	126	100	199
chr1	21086290	21086662	9	8	9	4	24	7	8	9	9	26
chr1	21094677	21095254	14	29	35	33	81	23	34	35	20	90
chr1	21101204	21101645	10	10	16	13	22	10	7	8	9	16
chr1	21128840	21129040	4	6	5	4	3	2	7	12	9	4
chr1	21161783	21162059	11	16	13	11	12	10	12	8	8	17
chr1	21166203	21166637	19	17	27	28	40	22	18	32	19	37
chr1	21218361	21219037	49	56	60	74	112	49	41	79	61	109
chr1	21229401	21229735	5	3	5	2	12	3	4	10	5	16
chr1	21244254	21244641	5	8	5	9	11	6	9	11	16	13
chr1	21271316	21271900	17	16	23	25	35	19	18	30	20	23
chr1	21344375	21344626	8	7	9	9	8	7	2	8	10	13
chr1	21411253	21411643	14	10	17	16	13	22	8	12	14	18
chr1	21419388	21419637	6	7	11	6	2	8	5	5	7	13
chr1	21425628	21426020	12	22	23	22	10	5	11	15	14	1
chr1	21554688	21554958	7	4	11	7	7	7	5	6	5	12
chr1	21829779	21830545	61	59	63	61	60	36	42	72	58	59
chr1	21856394	21856820	24	31	27	22	16	23	19	26	18	18
chr1	21961138	21961595	19	17	14	26	22	20	12	21	17	34
chr1	21963504	21963827	19	14	14	13	10	14	11	23	13	17
chr1	22254333	22254539	5	3	6	1	0	5	6	3	12	2
chr1	22268975	22269390	6	11	20	7	15	11	7	11	17	17
chr1	23184762	23185097	13	6	8	10	16	7	11	17	6	16
chr1	23255917	23256916	81	95	93	105	151	102	73	119	92	175
chr1	23286763	23287037	7	8	9	4	4	5	5	8	10	17
chr1	23380050	23380658	63	61	86	51	154	62	53	72	46	158
chr1	23382883	23383700	156	155	174	168	290	164	117	211	166	280
chr1	23399552	23399972	15	20	20	11	32	7	11	20	11	19
chr1	23419058	23419335	9	7	5	6	10	12	7	10	7	14
chr1	23433547	23434143	40	53	63	46	110	69	35	68	35	109
chr1	23466110	23466763	16	33	32	34	41	10	15	29	30	22
chr1	23495482	23495791	10	8	8	10	12	3	7	11	6	12
chr1	23555780	23556181	12	24	30	25	6	17	15	25	17	11
chr1	23645286	23645490	4	5	4	4	6	6	4	6	3	10
chr1	23762724	23763241	19	8	20	17	23	20	15	22	23	33
chr1	23792797	23793109	9	9	14	16	15	9	6	16	14	12
chr1	23827093	23827489	7	12	14	22	10	5	9	15	12	16
chr1	23843663	23844164	27	19	29	30	30	39	15	34	39	38
chr1	23867328	23867789	31	26	26	19	45	36	22	31	25	52
chr1	23894863	23895179	1	6	3	2	15	7	3	2	5	11
chr1	23913112	23913345	1	5	5	1	6	2	4	2	5	15
chr1	23918194	23918397	6	5	1	2	18	2	4	1	2	26
chr1	23921765	23922622	80	75	98	107	160	74	60	99	78	165
chr1	23983023	23983580	30	32	35	38	50	32	16	42	36	41
chr1	24005211	24005923	46	38	75	60	88	59	34	52	62	84
chr1	24034035	24034397	8	4	10	10	12	4	5	11	4	14
chr1	24062258	24062458	6	3	3	6	7	8	5	11	9	7
chr1	24092478	24092781	3	14	7	10	11	6	6	10	6	10
chr1	24099966	24100720	33	44	40	46	95	36	26	57	47	79
chr1	24134972	24135172	7	11	6	8	9	5	5	9	10	7
chr1	24171492	24171800	9	10	9	9	13	5	5	9	16	11
chr1	24249174	24249486	7	10	6	9	8	14	7	16	15	13
chr1	24378570	24378859	4	8	13	11	9	9	10	15	12	18
chr1	24469515	24469963	14	32	21	17	43	21	18	26	31	43
chr1	24471165	24471627	21	44	27	28	51	27	33	37	19	51
chr1	24481607	24481953	12	9	11	7	16	5	5	9	6	21
chr1	24553390	24553883	22	49	25	23	63	22	37	41	23	68
chr1	24564819	24565222	12	6	4	4	28	7	5	4	10	41
chr1	24586853	24587152	5	8	13	9	8	9	8	15	9	8
chr1	24587263	24587463	5	9	11	4	3	3	4	4	6	5
chr1	24633696	24634028	5	5	8	11	22	5	7	11	12	18
chr1	24659883	24660308	15	18	15	15	13	13	12	23	24	12
chr1	24678163	24679044	130	140	143	163	241	148	92	160	135	237
chr1	24686219	24686778	21	24	20	31	48	11	12	26	13	40
chr1	24699266	24699736	45	42	40	31	51	38	22	39	25	60
chr1	28031486	28031700	5	3	4	3	5	5	5	7	5	10
chr1	28047618	28048342	19	29	31	29	86	36	20	43	26	89
chr1	28053934	28054416	41	33	31	22	92	35	21	43	37	85
chr1	30779574	30779902	11	10	9	8	11	10	16	16	13	16
chr1	30828800	30829060	7	14	12	13	3	4	3	11	6	0
chr1	30872969	30874230	92	155	145	163	264	114	95	138	152	219
chr1	30920758	30921259	23	33	28	27	46	21	27	37	28	47
chr1	30930235	30930585	9	7	6	13	13	12	4	10	7	11
chr1	30949036	30950545	227	240	260	290	405	249	220	318	218	427
chr1	31028472	31028756	7	6	13	13	10	7	6	20	9	15
chr1	31033874	31034322	11	16	20	22	20	18	16	13	14	29
chr1	31042808	31043069	3	9	10	5	17	6	10	11	12	15
chr1	31050004	31050817	67	63	89	73	198	65	61	89	63	220
chr1	31058227	31058427	1	4	3	3	8	4	1	4	0	9
chr1	31101196	31101428	0	1	1	6	6	2	0	4	11	12
chr1	31107975	31108289	6	8	5	10	19	4	4	11	11	12
chr1	31142127	31142599	15	9	13	14	24	10	6	15	20	33
chr1	31153922	31154332	12	23	25	19	36	11	19	33	16	22
chr1	31156933	31157257	8	6	3	4	25	2	5	0	6	9
chr1	32249439	32250006	15	22	27	21	17	10	14	25	20	9
chr1	33086101	33086377	3	0	4	3	24	1	3	6	0	9
chr1	33106631	33106843	6	9	11	4	5	3	4	3	4	4
chr1	33502888	33503255	9	17	15	18	26	18	3	12	13	25
chr1	33584574	33585035	9	12	8	7	23	12	9	6	9	31
chr1	33612546	33612816	4	3	6	15	4	2	4	3	6	7
chr1	33647724	33647969	1	3	3	4	13	2	6	6	2	14
chr1	33669532	33670065	31	21	46	58	91	33	23	49	36	69
chr1	33670123	33670637	27	21	36	44	75	34	26	45	34	66
chr1	33684500	33684824	6	8	9	12	14	5	9	6	14	13
chr1	33719710	33720375	40	36	42	56	95	31	26	43	42	79
chr1	33739269	33739709	17	14	21	31	31	10	6	14	20	29
chr1	33756477	33756686	3	9	11	6	14	2	4	2	3	6
chr1	33757517	33758055	20	15	18	25	49	19	13	14	13	47
chr1	33768055	33768380	7	8	12	11	28	4	8	12	8	13
chr1	33768651	33769102	8	17	9	22	24	7	8	21	20	17
chr1	33788122	33788676	7	5	8	18	18	8	7	8	14	20
chr1	33813494	33813800	2	5	5	14	25	2	6	10	10	10
chr1	33813941	33814767	68	63	83	95	161	69	59	94	72	182
chr1	33863290	33863583	5	4	5	10	10	11	6	9	4	14
chr1	33869631	33870036	2	6	9	4	22	2	4	3	2	20
chr1	33876413	33876888	19	13	18	15	52	18	19	15	22	49
chr1	33883256	33883827	22	23	28	34	77	24	21	23	23	77
chr1	33892925	33893136	3	6	9	10	13	3	3	3	5	11
chr1	33898492	33898692	12	10	11	12	15	8	9	4	13	15
chr1	33900098	33900558	15	23	27	17	93	20	27	32	26	87
chr1	33903592	33904057	33	47	62	50	116	40	43	58	29	69
chr1	33907574	33908206	22	21	40	35	70	15	21	19	30	55
chr1	33912608	33912886	3	7	12	6	24	6	2	7	8	8
chr1	33916545	33916931	12	24	25	17	32	14	12	15	12	13
chr1	33964675	33965040	13	9	9	16	23	6	12	12	12	24
chr1	34005589	34006080	21	17	24	28	61	18	15	25	24	58
chr1	34010938	34011776	37	56	78	69	147	45	38	54	56	119
chr1	34028709	34029268	25	51	60	60	79	26	41	68	49	69
chr1	34044688	34044971	3	0	2	5	21	0	1	2	1	5
chr1	34061264	34061465	2	4	6	7	11	1	6	6	7	11
chr1	34164718	34164979	3	2	3	15	8	6	5	6	9	2
chr1	34236328	34236852	10	13	19	23	41	13	15	23	21	33
chr1	34312253	34312525	3	9	4	1	11	1	5	6	6	13
chr1	34389080	34390036	86	91	87	75	245	82	66	103	83	221
chr1	34409804	34410297	14	22	22	25	60	16	15	19	24	49
chr1	34433139	34433573	23	32	39	43	66	15	23	29	34	56
chr1	34434732	34435231	43	52	54	71	137	36	43	55	58	107
chr1	34439178	34440094	112	127	131	137	301	135	100	136	137	288
chr1	34459480	34459935	21	23	42	43	71	23	18	22	24	58
chr1	34462850	34463240	20	27	22	43	62	17	16	18	18	48
chr1	34464363	34465019	37	50	53	66	121	51	36	44	46	107
chr1	34467570	34467808	4	10	6	17	37	8	10	15	12	27
chr1	34472491	34473412	48	45	64	86	139	52	32	59	58	116
chr1	34478930	34479452	9	7	10	17	38	13	10	15	11	33
chr1	34480846	34481133	7	16	24	12	30	12	13	14	18	35
chr1	34484439	34484836	15	27	22	22	69	15	18	15	13	23
chr1	34485682	34486158	23	31	28	34	69	22	19	29	32	57
chr1	34505088	34505288	2	6	2	2	11	1	2	2	2	8
chr1	34510640	34511333	15	30	23	25	35	23	14	12	27	16
chr1	34522172	34522624	11	9	26	8	41	18	9	20	9	35
chr1	34564319	34564960	19	18	24	14	78	14	18	24	15	78
chr1	34579432	34579875	10	9	8	14	27	13	10	7	11	25
chr1	34602338	34602716	12	8	13	21	24	10	9	11	19	26
chr1	34716346	34716857	14	13	12	17	48	12	16	13	18	58
chr1	34738322	34738675	6	7	7	12	12	4	6	9	8	10
chr1	34801462	34802193	29	25	37	56	96	41	40	45	38	80
chr1	34803793	34804025	8	9	15	11	13	13	10	21	15	10
chr1	34821433	34821808	18	22	12	16	42	16	20	21	15	40
chr1	34823397	34823745	13	13	15	24	48	13	8	14	15	33
chr1	34827883	34828363	61	51	38	40	89	44	33	43	45	123
chr1	34831174	34831512	12	10	9	19	32	16	8	13	15	30
chr1	34838328	34838678	24	17	24	20	56	19	9	19	17	63
chr1	34839329	34839537	9	8	6	10	34	14	13	8	11	28
chr1	34842546	34843533	78	80	105	108	174	82	54	81	79	163
chr1	34849667	34850300	30	43	45	52	86	38	36	46	39	71
chr1	34851524	34851986	28	26	36	27	85	21	15	32	25	88
chr1	34858658	34859164	17	11	19	20	39	20	11	21	19	34
chr1	34867203	34867615	21	21	18	21	40	16	21	21	29	38
chr1	34896952	34897314	5	9	10	23	13	6	9	8	12	13
chr1	35338246	35338559	8	6	10	5	13	6	2	5	15	12
chr1	35759653	35760188	18	25	26	19	118	18	19	31	18	109
chr1	35765713	35766004	6	6	4	4	16	5	9	5	5	18
chr1	35810548	35810951	30	27	26	21	67	18	16	17	22	56
chr1	35813604	35814122	39	33	47	39	88	34	39	43	28	96
chr1	35839528	35839827	9	5	7	9	24	6	4	6	2	13
chr1	35850103	35850427	1	4	10	5	15	5	8	10	4	10
chr1	35860680	35861192	17	20	22	24	67	28	13	12	13	38
chr1	35869540	35869992	19	17	22	22	17	13	12	7	9	16
chr1	35890418	35891013	29	25	41	32	91	24	24	24	19	80
chr1	35902380	35902580	5	5	2	2	6	2	2	1	4	6
chr1	35972245	35972535	6	8	2	13	22	5	2	10	11	13
chr1	35975797	35976058	7	1	7	4	10	1	5	4	5	12
chr1	35995060	35995615	6	13	11	10	53	4	11	16	14	44
chr1	36001016	36001252	4	3	2	2	7	3	4	4	3	13
chr1	36052556	36053180	30	33	29	37	106	24	43	37	37	101
chr1	36058768	36059240	10	14	7	19	45	6	9	13	7	48
chr1	36064891	36065331	25	49	49	37	82	23	23	32	42	67
chr1	36068027	36068696	49	59	77	68	159	58	45	51	60	134
chr1	36073210	36073627	13	31	28	25	17	8	26	30	18	20
chr1	36082223	36082625	5	14	18	18	13	12	8	10	13	12
chr1	36116604	36116899	2	1	4	1	19	4	2	3	1	9
chr1	36121235	36121500	9	2	8	5	22	5	6	5	4	14
chr1	36129125	36129575	25	18	19	22	85	19	19	21	28	80
chr1	36130251	36130741	13	18	23	17	103	14	15	20	26	89
chr1	36133583	36134007	18	26	28	27	57	13	12	23	18	55
chr1	36145201	36145464	5	5	6	7	19	2	1	8	5	10
chr1	36160221	36160637	5	8	7	15	59	6	10	10	12	41
chr1	36162637	36163125	31	28	37	37	98	29	32	30	36	101
chr1	36230892	36231331	9	8	16	13	40	11	7	8	8	42
chr1	36235123	36235367	2	1	4	7	19	1	1	2	2	14
chr1	36243873	36244673	36	38	48	48	124	34	20	31	35	98
chr1	36252822	36253231	9	17	13	14	35	8	13	10	15	21
chr1	36262028	36262561	30	26	31	40	136	32	26	24	32	134
chr1	36264051	36264628	35	39	23	28	113	29	22	30	28	84
chr1	36270666	36271064	32	27	34	40	85	22	17	25	25	65
chr1	36273225	36273762	40	53	46	57	136	36	37	44	61	96
chr1	36279208	36279632	9	9	10	22	31	7	10	8	14	32
chr1	36296508	36296863	9	5	12	13	27	8	5	8	8	20
chr1	36303363	36303735	18	20	32	21	88	17	18	27	15	80
chr1	36307301	36308486	101	99	123	149	301	81	80	96	102	241
chr1	36309658	36309909	21	16	18	18	50	14	15	22	16	36
